,Period,MatchClock,Timestamp,EventType,TeamStrengthType,TeamStrength,HomeGoalieOnIce,AwayGoalieOnIce,EventPosition,EventStartCoordinate,EventEndCoordinate,EventPrimaryPlayerId,EventPrimaryPlayerName,EventPrimaryTeam,EventSecondaryPlayerId,EventSecondaryPlayerName,EventSecondaryTeam,FaceoffSpot,ShotResult,ShotSpeed,ShotScreeningPlayerIds,ShotXG,GoalAssist1Id,GoalAssist2Id,PassResult,PassSpeed,BluelineCrossingResult,BluelineCrossingDirection,BluelineCrossingAttackerIds,BluelineCrossingDefenderIds,DumpResult,DumpType,DumpAlongTheBoards,ClearType,ClearAlongTheBoards,PuckControlState,PuckControlStartZone,PuckControlEndZone,PuckControlContestingPlayerIds,StoppageOfPlayReason,PenaltyReason,ParticipatingPlayerIds,StartPlayerId1,StartPlayerId2,StartPlayerId3,StartPlayerId4,StartPlayerId5,StartPlayerId6,StartPlayerId7,StartPlayerId8,StartPlayerId9,StartPlayerId10,StartPlayerId11,StartPlayerId12,StartPlayerName1,StartPlayerName2,StartPlayerName3,StartPlayerName4,StartPlayerName5,StartPlayerName6,StartPlayerName7,StartPlayerName8,StartPlayerName9,StartPlayerName10,StartPlayerName11,StartPlayerName12,StartPlayerTeam1,StartPlayerTeam2,StartPlayerTeam3,StartPlayerTeam4,StartPlayerTeam5,StartPlayerTeam6,StartPlayerTeam7,StartPlayerTeam8,StartPlayerTeam9,StartPlayerTeam10,StartPlayerTeam11,StartPlayerTeam12,StartPlayerCoordinates1,StartPlayerCoordinates2,StartPlayerCoordinates3,StartPlayerCoordinates4,StartPlayerCoordinates5,StartPlayerCoordinates6,StartPlayerCoordinates7,StartPlayerCoordinates8,StartPlayerCoordinates9,StartPlayerCoordinates10,StartPlayerCoordinates11,StartPlayerCoordinates12,StartPlayerVelocity1,StartPlayerVelocity2,StartPlayerVelocity3,StartPlayerVelocity4,StartPlayerVelocity5,StartPlayerVelocity6,StartPlayerVelocity7,StartPlayerVelocity8,StartPlayerVelocity9,StartPlayerVelocity10,StartPlayerVelocity11,StartPlayerVelocity12,StartPlayerDirection1,StartPlayerDirection2,StartPlayerDirection3,StartPlayerDirection4,StartPlayerDirection5,StartPlayerDirection6,StartPlayerDirection7,StartPlayerDirection8,StartPlayerDirection9,StartPlayerDirection10,StartPlayerDirection11,StartPlayerDirection12
2663,2,996,1704026150820,PuckControl,FullStrength,5v5,True,True,HomeTeamZone,"-30,7.7","-29.7,9.2",153207.0,#20 Michael Fora,Home,,,,,,,,,,,,,,,,,,,,,,HomeControl,AwayTeamZone,AwayTeamZone,,,,153207,888052788.0,888048202.0,888047300.0,888052795.0,888052794.0,888052792.0,150983.0,153207.0,337830.0,152416.0,337835.0,332924.0,#35 Milan Kloucek,#65 Martin Bucko,#90 Robert Kousal,#69 Lukas Radil,#79 Tomas Zohorna,#24 Libor Hajek,#29 Sandro Aeschlimann,#20 Michael Fora,#44 Matej Stransky,#90 Sven Jung,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.1,-0.3","-10.5,12","-25.9,-9.2","-20.7,12","-26.2,6.9","-9.4,-11.7","-25.8,0.4","-28.1,8.2","-11,-13.1","-22.6,9.2","-21.8,5.9","-13.2,14.6",,,,,,,,,,,,,,,,,,,,,,,,
2664,2,997,1704026151400,PuckControl,FullStrength,5v5,True,True,HomeTeamZone,"-29.7,9.2","-28.6,11.2",,,,,,,,,,,,,,,,,,,,,,,,,Contested,AwayTeamZone,AwayTeamZone,"153207,888052794",,,,888052788.0,888048202.0,888047300.0,888052795.0,888052794.0,888052792.0,150983.0,153207.0,337830.0,152416.0,337835.0,332924.0,#35 Milan Kloucek,#65 Martin Bucko,#90 Robert Kousal,#69 Lukas Radil,#79 Tomas Zohorna,#24 Libor Hajek,#29 Sandro Aeschlimann,#20 Michael Fora,#44 Matej Stransky,#90 Sven Jung,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26,-0.3","-10.2,11.3","-26.8,-10.4","-23.2,10.9","-28.7,8","-10.8,-11.2","-25.9,0.5","-29.1,8.7","-12.4,-13.1","-24.2,6.6","-23.3,3.7","-13.5,14.3",,,,,,,,,,,,,,,,,,,,,,,,
2665,2,997,1704026152020,PuckControl,FullStrength,5v5,True,True,HomeTeamZone,"-28.6,11.2","-27.5,12.3",,,,,,,,,,,,,,,,,,,,,,,,,Loose,AwayTeamZone,AwayTeamZone,,,,,888052788.0,888048202.0,888047300.0,888052795.0,888052794.0,888052792.0,150983.0,153207.0,337830.0,152416.0,337835.0,332924.0,#35 Milan Kloucek,#65 Martin Bucko,#90 Robert Kousal,#69 Lukas Radil,#79 Tomas Zohorna,#24 Libor Hajek,#29 Sandro Aeschlimann,#20 Michael Fora,#44 Matej Stransky,#90 Sven Jung,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"25.9,-0.3","-10.4,11.4","-25.8,-10.5","-25.7,10.5","-29.2,9.8","-11.3,-10","-25.8,0.6","-29.7,9.5","-13.7,-11.9","-25.9,5.3","-24.7,3.4","-13.9,14",,,,,,,,,,,,,,,,,,,,,,,,
2666,2,998,1704026152220,PuckControl,FullStrength,5v5,True,True,HomeTeamZone,"-27.5,12.3","-22.4,13.6",888052795.0,#69 Lukas Radil,Away,,,,,,,,,,,,,,,,,,,,,,AwayControl,AwayTeamZone,AwayTeamZone,,,,888052795,888052788.0,888048202.0,888047300.0,888052795.0,888052794.0,888052792.0,150983.0,153207.0,337830.0,152416.0,337835.0,332924.0,#35 Milan Kloucek,#65 Martin Bucko,#90 Robert Kousal,#69 Lukas Radil,#79 Tomas Zohorna,#24 Libor Hajek,#29 Sandro Aeschlimann,#20 Michael Fora,#44 Matej Stransky,#90 Sven Jung,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26,-0.3","-10.5,11.5","-25.2,-10.3","-26.1,11","-29.1,10.1","-11.2,-9.4","-25.8,0.6","-29.5,9.7","-13.9,-11.3","-26.3,5.3","-24.9,3.9","-14.1,13.9",,,,,,,,,,,,,,,,,,,,,,,,
2667,2,999,1704026153540,Pass,FullStrength,5v5,True,True,HomeTeamZone,"-22.5,13.8","-24.2,-0.4",888052795.0,#69 Lukas Radil,Away,888047300.0,#90 Robert Kousal,Away,,,,,,,,Successful,25.6,,,,,,,,,,,,,,,,"888052795,888047300",888052788.0,888048202.0,888047300.0,888052795.0,888052794.0,888052792.0,150983.0,153207.0,337830.0,152416.0,337835.0,332924.0,#35 Milan Kloucek,#65 Martin Bucko,#90 Robert Kousal,#69 Lukas Radil,#79 Tomas Zohorna,#24 Libor Hajek,#29 Sandro Aeschlimann,#20 Michael Fora,#44 Matej Stransky,#90 Sven Jung,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.6,0.1","-10,10.6","-22.9,-6","-22.8,13.5","-26.3,7.8","-10.9,-2.9","-25.7,0.5","-27.2,9","-14.4,-6.3","-25.2,6","-22.6,5.2","-14.7,10.2",0.584,1.224,3.926,3.633,3.65,4.975,0.644,3.912,3.808,2.919,3.397,4.473,"-0.42,-0.908","0.998,-0.066","0.002,1","0.998,-0.061","0.382,-0.924","-0.236,0.972","0.567,-0.824","0.893,-0.451","-0.342,0.94","0.76,-0.65","0.712,-0.702","0.008,-1"
2668,2,999,1704026153560,PuckControl,FullStrength,5v5,True,True,HomeTeamZone,"-22.4,13.6","-24.2,-0.4",,,,,,,,,,,,,,,,,,,,,,,,,AwayControl,AwayTeamZone,AwayTeamZone,,,,,888052788.0,888048202.0,888047300.0,888052795.0,888052794.0,888052792.0,150983.0,153207.0,337830.0,152416.0,337835.0,332924.0,#35 Milan Kloucek,#65 Martin Bucko,#90 Robert Kousal,#69 Lukas Radil,#79 Tomas Zohorna,#24 Libor Hajek,#29 Sandro Aeschlimann,#20 Michael Fora,#44 Matej Stransky,#90 Sven Jung,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.6,0.1","-9.9,10.6","-22.9,-5.9","-22.7,13.5","-26.3,7.8","-10.9,-2.8","-25.7,0.5","-27.2,9","-14.4,-6.2","-25.2,6","-22.5,5.2","-14.7,10.1",,,,,,,,,,,,,,,,,,,,,,,,
2669,2,1000,1704026154100,PuckControl,FullStrength,5v5,True,True,HomeTeamZone,"-24.2,-0.4","-24.9,-1.7",888047300.0,#90 Robert Kousal,Away,,,,,,,,,,,,,,,,,,,,,,AwayControl,AwayTeamZone,AwayTeamZone,,,,888047300,888052788.0,888048202.0,888047300.0,888052795.0,888052794.0,888052792.0,150983.0,153207.0,337830.0,152416.0,337835.0,332924.0,#35 Milan Kloucek,#65 Martin Bucko,#90 Robert Kousal,#69 Lukas Radil,#79 Tomas Zohorna,#24 Libor Hajek,#29 Sandro Aeschlimann,#20 Michael Fora,#44 Matej Stransky,#90 Sven Jung,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.4,0","-9.3,10.6","-23.4,-4","-21,13","-25.6,6.2","-11.5,-1.3","-25.8,-0.2","-25.2,7.7","-15.4,-4.7","-24.4,4.2","-21.7,3.6","-14.2,8.1",,,,,,,,,,,,,,,,,,,,,,,,
2670,2,1000,1704026154180,Shot,FullStrength,5v5,True,True,HomeTeamZone,"-24.7,-1.6",,888047300.0,#90 Robert Kousal,Away,150983.0,#29 Sandro Aeschlimann,Home,,Goal,0.0,,0.11,,,,,,,,,,,,,,,,,,,,"888047300,150983",888052788.0,888048202.0,888047300.0,888052795.0,888052794.0,888052792.0,150983.0,153207.0,337830.0,152416.0,337835.0,332924.0,#35 Milan Kloucek,#65 Martin Bucko,#90 Robert Kousal,#69 Lukas Radil,#79 Tomas Zohorna,#24 Libor Hajek,#29 Sandro Aeschlimann,#20 Michael Fora,#44 Matej Stransky,#90 Sven Jung,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.4,0.1","-9.2,10.6","-23.5,-3.7","-20.8,12.8","-25.5,6","-11.5,-1.3","-25.9,-0.4","-24.9,7.5","-15.6,-4.5","-24.3,3.9","-21.6,3.4","-14,7.9",0.59,1.064,3.159,3.502,2.867,0.796,2.164,4.388,3.312,4.375,3.397,3.257,"0.163,0.987","0.997,-0.072","-0.364,0.931","0.811,-0.586","0.401,-0.916","-0.242,0.97","-0.408,-0.913","0.697,-0.717","-0.798,0.602","0.098,-0.995","0.309,-0.951","0.598,-0.802"
2671,2,1000,1704026154200,PuckControl,FullStrength,5v5,True,True,HomeTeamZone,"-24.9,-1.7","-26.3,-1.2",,,,,,,,,,,,,,,,,,,,,,,,,Loose,AwayTeamZone,AwayTeamZone,,,,,888052788.0,888048202.0,888047300.0,888052795.0,888052794.0,888052792.0,150983.0,153207.0,337830.0,152416.0,337835.0,332924.0,#35 Milan Kloucek,#65 Martin Bucko,#90 Robert Kousal,#69 Lukas Radil,#79 Tomas Zohorna,#24 Libor Hajek,#29 Sandro Aeschlimann,#20 Michael Fora,#44 Matej Stransky,#90 Sven Jung,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.4,0.1","-9.2,10.6","-23.5,-3.7","-20.7,12.8","-25.5,5.9","-11.5,-1.2","-25.9,-0.4","-24.9,7.4","-15.7,-4.5","-24.3,3.8","-21.6,3.3","-14,7.9",,,,,,,,,,,,,,,,,,,,,,,,
2672,2,1000,1704026154340,PuckControl,FullStrength,5v5,True,True,HomeTeamZone,"-26.3,-1.2","-26.5,-1",150983.0,#29 Sandro Aeschlimann,Home,,,,,,,,,,,,,,,,,,,,,,HomeControl,AwayTeamZone,AwayTeamZone,,,,150983,888052788.0,888048202.0,888047300.0,888052795.0,888052794.0,888052792.0,150983.0,153207.0,337830.0,152416.0,337835.0,332924.0,#35 Milan Kloucek,#65 Martin Bucko,#90 Robert Kousal,#69 Lukas Radil,#79 Tomas Zohorna,#24 Libor Hajek,#29 Sandro Aeschlimann,#20 Michael Fora,#44 Matej Stransky,#90 Sven Jung,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.5,0.1","-9,10.5","-23.6,-3.3","-20.3,12.4","-25.3,5.6","-11.5,-1.2","-26.1,-0.7","-24.5,7","-16,-4.2","-24.3,3.2","-21.4,2.9","-13.7,7.6",,,,,,,,,,,,,,,,,,,,,,,,
2673,2,1000,1704026154360,PuckControl,FullStrength,5v5,True,True,HomeTeamZone,"-26.5,-1","-25.3,0.9",,,,,,,,,,,,,,,,,,,,,,,,,Loose,AwayTeamZone,AwayTeamZone,,,,,888052788.0,888048202.0,888047300.0,888052795.0,888052794.0,888052792.0,150983.0,153207.0,337830.0,152416.0,337835.0,332924.0,#35 Milan Kloucek,#65 Martin Bucko,#90 Robert Kousal,#69 Lukas Radil,#79 Tomas Zohorna,#24 Libor Hajek,#29 Sandro Aeschlimann,#20 Michael Fora,#44 Matej Stransky,#90 Sven Jung,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.5,0.1","-9,10.5","-23.7,-3.3","-20.3,12.4","-25.3,5.5","-11.5,-1.2","-26.1,-0.7","-24.4,6.9","-16.1,-4.2","-24.3,3.1","-21.4,2.8","-13.6,7.5",,,,,,,,,,,,,,,,,,,,,,,,
2674,2,1001,1704026155320,Goal,FullStrength,5v5,True,True,,,,888047300.0,#90 Robert Kousal,Away,,,,,,,,,888052795.0,,,,,,,,,,,,,,,,,,,"888047300,888052795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,2,1001,1704026155320,StoppageOfPlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,2,1001,1704026206560,Faceoff,FullStrength,5v5,True,True,NeutralZone,,,143575.0,#70 Enzo Corvi,Home,143575.0,#70 Enzo Corvi,Home,Center,,,,,,,,,,,,,,,,,,,,,,,,143575,888047294.0,888052788.0,888052797.0,888047596.0,888052789.0,888047301.0,150983.0,140525.0,143575.0,337684.0,342925.0,322236.0,#14 Ondrej Vala,#35 Milan Kloucek,#89 Jan Mandat,#27 Michal Pochobradsky,#33 Jan Kostalek,#44 Patrik Poulicek,#29 Sandro Aeschlimann,#65 Marc Wieser,#70 Enzo Corvi,#19 Jesper Olofsson,#51 Kristian Näkyvä,#55 Calle Andersson,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"4.7,-3.1","24.6,0.5","0.4,-3.2","0.1,6.3","6.4,3.5","0.3,0.1","-24.7,-0.3","-0.7,-3.8","-0.8,0.5","-0.9,5.8","-5.2,3.6","-7.5,-5.3",,,,,,,,,,,,,,,,,,,,,,,,
2677,2,1001,1704026206560,PuckControl,FullStrength,5v5,True,True,NeutralZone,"-0.1,0.8","-0.2,1.3",,,,,,,,,,,,,,,,,,,,,,,,,Contested,NeutralZone,NeutralZone,"143575,888047301",,,,888047294.0,888052788.0,888052797.0,888047596.0,888052789.0,888047301.0,150983.0,140525.0,143575.0,337684.0,342925.0,322236.0,#14 Ondrej Vala,#35 Milan Kloucek,#89 Jan Mandat,#27 Michal Pochobradsky,#33 Jan Kostalek,#44 Patrik Poulicek,#29 Sandro Aeschlimann,#65 Marc Wieser,#70 Enzo Corvi,#19 Jesper Olofsson,#51 Kristian Näkyvä,#55 Calle Andersson,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"4.8,-3.2","24.6,0.5","0.3,-3.2","0.2,6.2","6.6,3.6","0.2,0.1","-24.7,-0.4","-0.7,-3.6","-0.8,0.6","-0.9,5.7","-5.4,3.5","-7.8,-5.4",,,,,,,,,,,,,,,,,,,,,,,,
2678,2,1001,1704026207000,Pass,FullStrength,5v5,True,True,NeutralZone,"-0.2,1.3","-2,3.2",143575.0,#70 Enzo Corvi,Home,337684.0,#19 Jesper Olofsson,Home,,,,,,,,Successful,7.8,,,,,,,,,,,,,,,,"143575,337684",888047294.0,888052788.0,888052797.0,888047596.0,888052789.0,888047301.0,150983.0,140525.0,143575.0,337684.0,342925.0,322236.0,#14 Ondrej Vala,#35 Milan Kloucek,#89 Jan Mandat,#27 Michal Pochobradsky,#33 Jan Kostalek,#44 Patrik Poulicek,#29 Sandro Aeschlimann,#65 Marc Wieser,#70 Enzo Corvi,#19 Jesper Olofsson,#51 Kristian Näkyvä,#55 Calle Andersson,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"5,-3.1","24.5,0.3","0.2,-3.3","0.4,5.9","6.7,3.6","-0.1,0.3","-24.6,-0.5","-0.6,-3.2","-1,0.7","-1.1,4.8","-5.7,3.4","-8.1,-5.7",0.713,0.463,0.237,1.262,0.076,0.883,0.578,1.019,0.873,2.869,0.397,1.147,"0.981,-0.196","-0.557,-0.83","0.706,-0.708","-0.033,-0.999","0.974,-0.229","-0.462,0.887","0.709,-0.706","0.418,0.909","-0.922,0.388","-0.327,-0.945","0.376,-0.926","-0.673,-0.74"
2679,2,1001,1704026207000,PuckControl,FullStrength,5v5,True,True,NeutralZone,"-0.2,1.3","-0.2,1.3",143575.0,#70 Enzo Corvi,Home,,,,,,,,,,,,,,,,,,,,,,HomeControl,NeutralZone,NeutralZone,,,,143575,888047294.0,888052788.0,888052797.0,888047596.0,888052789.0,888047301.0,150983.0,140525.0,143575.0,337684.0,342925.0,322236.0,#14 Ondrej Vala,#35 Milan Kloucek,#89 Jan Mandat,#27 Michal Pochobradsky,#33 Jan Kostalek,#44 Patrik Poulicek,#29 Sandro Aeschlimann,#65 Marc Wieser,#70 Enzo Corvi,#19 Jesper Olofsson,#51 Kristian Näkyvä,#55 Calle Andersson,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"5,-3.1","24.5,0.3","0.2,-3.3","0.4,5.9","6.7,3.6","-0.1,0.3","-24.6,-0.5","-0.6,-3.2","-1,0.7","-1.1,4.8","-5.7,3.4","-8.1,-5.7",,,,,,,,,,,,,,,,,,,,,,,,
2680,2,1001,1704026207020,PuckControl,FullStrength,5v5,True,True,NeutralZone,"-0.2,1.3","-2,3.2",,,,,,,,,,,,,,,,,,,,,,,,,HomeControl,NeutralZone,NeutralZone,,,,,888047294.0,888052788.0,888052797.0,888047596.0,888052789.0,888047301.0,150983.0,140525.0,143575.0,337684.0,342925.0,322236.0,#14 Ondrej Vala,#35 Milan Kloucek,#89 Jan Mandat,#27 Michal Pochobradsky,#33 Jan Kostalek,#44 Patrik Poulicek,#29 Sandro Aeschlimann,#65 Marc Wieser,#70 Enzo Corvi,#19 Jesper Olofsson,#51 Kristian Näkyvä,#55 Calle Andersson,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"5,-3.1","24.5,0.3","0.2,-3.3","0.4,5.9","6.7,3.6","-0.1,0.3","-24.6,-0.5","-0.6,-3.2","-1,0.7","-1.1,4.7","-5.7,3.3","-8.1,-5.8",,,,,,,,,,,,,,,,,,,,,,,,
